id,lemma,V1 frame,UMR,synset_id,URI lemma,roles,example,definition,notes,gramm_info,additional notes (not for processing),
SlaT-2910-n1,facio,v#v-w76_MPf50_MP,facio-23,v#01712704,102758,"ACT, PAT",iam primum adulescens Catilina multa nefanda stupra fecerat,,,,,
SlaT-2911-n1,credo,v#v-w146_MPf9_MP,credo-02,v#00683280,96881,"ACT, PAT",pro certo creditur necato filio vacuam domum scelestis nuptiis fecisse,,,,,
SlaT-2911-n3,capio,v#v-w106_MPf12_MP,capio-29,v#01806505,92686,"ACT, PAT",captus amore Aureliae Orestillae,,,,,
SlaT-2911-n4,amor,v#v-w1207_MPf2_MP,amor2-05,n#07488340,88717,"ACT, PAT","captus amore Aureliae Orestillae, cuius praeter formam nihil unquam bonus laudavit",,NON-EVENT,,,
SlaT-2911-n7,laudo,v#v-w594_MPf6_MP,laudo-08,v#01023071,110078,"ACT, PAT","captus amore Aureliae Orestillae, cuius praeter formam nihil unquam bonus laudavit",,,,,
SlaT-2911-n14,facio,v#v-w76_MPf16_MP,facio-05,v#00120675,102758,"ACT, EFF, PAT",pro certo creditur necato filio vacuam domum scelestis nuptiis fecisse,,,,,
SlaT-2911-n15,dubito,v#v-w608_MPf3_MP,dubito-05,v#02640440,100176,"ACT, PAT",ea nubere illi dubitabat timens privignum adulta aetate,,,,,
SlaT-2911-n17,nubo,v#v-w1210_MPf1_MP,nubo-01,v#02488834,113923,"ACT, PAT",ea nubere illi dubitabat timens privignum adulta aetate,,,,,
SlaT-2911-n19,timeo,v#v-w567_MPf3_MP,timeo-01,v#01780202,128264,"ACT, PAT",ea nubere illi dubitabat timens privignum adulta aetate,,,,,
SlaT-2911-n22,adolesco,v#v-w1209_MPf1_MP,adolesco2-06,v#02540347,87605,ACT,iam primum adulescens Catilina multa nefanda stupra fecerat,,,,,
SlaT-2911-n23,neco,v#v-w1208_MPf2_MP,neco-03,v#01323958,113514,"ACT, PAT",pro certo creditur necato filio vacuam domum scelestis nuptiis fecisse,,,,,
SlaT-2911-n25,vacuus,v#v-w1201_MPf2_MP,,,,,,,NAs,,,
SlaT-2912-n1,video,v#v-w16_MPf60_MP,uideo-11,v#02134672,130163,"ACT, EFF, PAT",quae quidem res mihi in primis videtur causa fuisse facinus maturandi,,,passive,,
SlaT-2912-n7,sum,v#v-w2_MPf100_MP,have-reason-91,,,,,,,,"single predicate have-reason-91, whenever we find sum (identity-91) + causa",
SlaT-2912-n8,causa,v#v-w258_MPf9_MP,,,,,,,NON-EVENT,,,
SlaT-2912-n9,maturo,v#v-w1044_MPf2_MP,maturo-NEW-04,v#00459296,111740,"ACT, PAT",quae quidem res mihi in primis videtur causa fuisse facinus maturandi,urge to an unnatural speed,,,,
SlaT-2913-n2,sedo,v#v-w1211_MPf1_MP,sedo-05,v#01764800,124014,"ACT, PAT","animus inpurus, dis hominibusque infestus, neque vigiliis neque quietibus sedari poterat",,,,,
SlaT-2913-n7,infestus,v#v-w1367_MPf1_MP,,,,,,,NAs,,,
SlaT-2913-n13,vigilia,v#v-w1103_MPf4_MP,uigilo-01,v#01547925,130183,ACT,neque vigiliis neque quietibus sedari poterat,,EVENT (nominal: uigilia-05),,,
SlaT-2914-n1,vasto,v#v-w1102_MPf3_MP,uasto-02,v#00388635,129621,"ACT, PAT",conscientia mentem excitam vastabat,,,,,
SlaT-2914-n3,conscientia,v#v-w1145_MPf3_MP,conscientia-05,n#13991245,97800,"ACT, PAT",conscientia mentem excitam vastabat,,,,,
SlaT-2914-n5,excio,v#v-w1212_MPf1_MP,excio-NEW-06,v#01764171,101863,"ACT, PAT",conscientia mentem excitam vastabat,disturb in mind or make uneasy or cause to be worried or alarmed,,,,
SlaT-2915-n8,cieo,v#v-w1213_MPf1_MP,,,,,"citus modo, modo tardus incessus",,NON-EVENT,,,
SlaT-2915-n12,incessus,v#v-w1214_MPf1_MP,incessus-04,n#00283568,106942,ACT,"citus modo, modo tardus incessus",,EVENT possibly (the act of travelling on foot),,,
SlaT-2916-n1,insum,v#v-w150_MPf9_MP,have-place-91,,,,in facie voltuque vecordia inerat,,,,,
Par. 16,,,,,,,,,,,,
SlaT-2917-n2,edoceo,v#v-w553_MPf3_MP,edoceo-01,v#00829107,100579,"ACT, ADDR, PAT","iuventutem, quam [...] illexerat, multis modis mala facinora edocebat",,,,,
SlaT-2917-n4,illicio,v#v-w224_MPf3_MP,illicio-01,v#00782527,106246,"ACT, PAT","iuventutem, quam [...] illexerat, multis modis mala facinora edocebat",,,,,
SlaT-2917-n6,dico,v#v-w9_MPf38_MP,dico2-08/dico2-18,v#00941990/v#01009240,99302,"ACT, PAT",ut supra diximus,,merge,,,
SlaT-2918-n1,commodo,v#v-w1215_MPf1_MP,commodo-07,v#02327200,95173,"ACT, ADDR, PAT",ex illis testis signatoresque falsos commodare,,,,,
SlaT-2918-n4,testis,v#v-w1216_MPf1_MP,,,,,ex illis testis signatoresque falsos commodare,,,,"if event, then it's an argument of testor. nominal frame: testis-02",
SlaT-2918-n5,signator,v#v-w1217_MPf1_MP,,,,,ex illis testis signatoresque falsos commodare,,,,"if event, then it's an argument of signo. nominal frame: signator-01",
SlaT-2919-n1,habeo,v#v-w73_MPf59_MP,habeo-07,v#00689950,105044,"ACT, EFF, PAT","fidem, fortunas, pericula vilia habere",,,,,
SlaT-2920-n1,impero,v#v-w601_MPf3_MP,impero-03,v#00747135,106539,"ACT, ADDR, PAT","post, ubi eorum famam atque pudorem adtriverat, maiora alia imperabat",,,,,
SlaT-2920-n3,attero,v#v-w1218_MPf1_MP,attero-NEW-13,v#01564144,90539,"ACT, PAT","post, ubi eorum famam atque pudorem adtriverat, maiora alia imperabat",,,,,
2921a1,impero,v#v-w601_MPf4_MP,impero-03,v#00747135,106539,"ACT, ADDR, PAT","post, ubi eorum famam atque pudorem adtriverat, maiora alia imperabat",,,,,
SlaT-2921-n1,suppeto,v#v-w1219_MPf1_MP,suppeto-06,v#02669789,127021,ACT,"si causa peccandi in praesens minus suppetebat, nihilo minus insontis sicuti sontis circumuenire iugulare",,,,,
SlaT-2921-n2,causa,v#v-w258_MPf9_MP,,,,,,,NON-EVENT,,,
SlaT-2921-n3,pecco,v#v-w704_MPf3_MP,pecco-06,v#02566528,116332,"ACT,REG","si causa peccandi in praesens minus suppetebat, nihilo minus insontis sicuti sontis circumuenire iugulare",,,,,
SlaT-2921-n6,circumvenio,v#v-w838_MPf2_MP,circumuenio-04,v#01126700,94300,"ACT, PAT","si causa peccandi in praesens minus suppetebat, nihilo minus insontis sicuti sontis circumuenire iugulare",,,,,
SlaT-2921-n11,jugulo,v#v-w1220_MPf1_MP,iugulo-07/iugulo-10,v#01323958/v#02482425,109198,"ACT, PAT","si causa peccandi in praesens minus suppetebat, nihilo minus insontis sicuti sontis circumuenire iugulare",,merge,,,
2921a8,circumvenio,v#v-w838_MPf2_MP,circumuenio-04,v#01126700,94300,"ACT, PAT","si causa peccandi in praesens minus suppetebat, nihilo minus insontis sicuti sontis circumuenire iugulare",,,,,
2921a9,jugulo,v#v-w1220_MPf1_MP,iugulo-07/iugulo-10,v#01323958/v#02482425,109198,"ACT, PAT","si causa peccandi in praesens minus suppetebat, nihilo minus insontis sicuti sontis circumuenire iugulare",,merge,,,
SlaT-2922-n1,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,
SlaT-2922-n3,torpesco,v#v-w1221_MPf1_MP,torpesco-05,v#02417504,128444,ACT,"ne per otium torpescerent manus aut animus, gratuito potius malus atque crudelis erat",,,,,
SlaT-2923-n1,capio,v#v-w106_MPf14_MP,capio-NEW-55,v#01633343 ,92686,"ACT, PAT",Catilina [...] opprimundae rei publicae consilium cepit,have the idea for,,,,
SlaT-2923-n2,confido,v#v-w918_MPf9_MP,confido-01,v#00688377,95749,"ACT, BEN",his amicis sociisque confisus,,,,,
SlaT-2923-n10,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,
SlaT-2923-n12,alienus,v#v-w1336_MPf3_MP,,,,,,,NAs,,,
SlaT-2923-n16,exopto,v#v-w1167_MPf1_MP,exopto-01,v#01828405,102087,"ACT, PAT","Sullani milites, largius suo usi, rapinarum et victoriae veteris memores, civile bellum exoptabant",,,,,
SlaT-2923-n21,utor,v#v-w28_MPf5_MP,utor-02,v#01158572,130923,"ACT, PAT","Sullani milites, largius suo usi, rapinarum et victoriae veteris memores, civile bellum exoptabant",,,PAT in ablative,,
SlaT-2923-n24,memor,v#v-w1222_MPf1_MP,memoro-01,v#00607780,,"ACT, PAT","Sullani milites, largius suo usi, rapinarum et victoriae veteris memores, civile bellum exoptabant",,,,nominal frame: memor2-02,
SlaT-2923-n31,consilium,v#v-w316_MPf5_MP,consilium-12,n#05907682,96060,ACT,opprimundae rei publicae consilium cepit,,NON-EVENT,,,
SlaT-2923-n32,opprimo,v#v-w703_MPf2_MP,opprimo-NEW-19,v#02402409,115131,"ACT, PAT",Catilina [...] opprimundae rei publicae consilium cepit,cause the downfall of; of rulers,,,,
SlaT-2924-n5,gero,v#v-w570_MPf10_MP,gero-15,v#02445509,104536,"ACT, PAT",Cn. Pompeius in extremis terris bellum gerebat,,,,,
SlaT-2925-n3,peto,v#v-w564_MPf7_MP,peto-NEW-19,,117549,"ACT, PAT",ipsi consulatum petenti magna spes,to be a candidate for office,,,,
SlaT-2925-n8,intendo,v#v-w29_MPf12_MP,intendo-06,v#00722232,108382,"ACT, PAT",senatus nihil sane intentus,,,,,
SlaT-2926-n3,tueor,v#v-w653_MPf3_MP,tueor-06/tueor-07/tueor-14,v#01128193/v#01129337/v#02280132,129187,"ACT, PAT",tutae tranquillaeque res omnes,,NON-EVENT,,tutus safe,
Par. 17,,,,,,,,,,,,
SlaT-2927-n12,appello,v#v-w607_MPf5_MP,appello-09,v#00989201,89580,"ACT, PAT",singulos adpellare,,,,,
SlaT-2928-n1,hortor,v#v-w710_MPf6_MP,hortor-02,v#00771341,105727,"ACT, ADDR, PAT",alius alium hortari,,,,,
SlaT-2928-n3,tento,v#v-w105_MPf4_MP,tempto-11,v#02531625,127795,"ACT, PAT",hortari alios alios temptare,,,,,
SlaT-2929-n1,doceo,v#v-w165_MPf26_MP,doceo-05,v#00952524,99971,"ACT, ADDR, PAT","opes suas, inparatam rem publicam, magna praemia coniurationis docere",,,,,
SlaT-2929-n10,conjuratio,v#v-w1094_MPf1_MP,coniuratio-05,n#05908882,95954,ACT,de Catilinae coniuratione [...] paucis absolvam,,,,,
SlaT-2930-n1,convoco,v#v-w1096_MPf2_MP,conuoco-03/conuoco-04/conuoco-05,v#00793037/v#01380638/v#02598143,96487,"ACT, PAT","in unum omnis convocat, quibus maxuma necessitudo et plurumum audaciae inerat",,merge,,,
SlaT-2930-n2,exploro,v#v-w1223_MPf1_MP,exploro-01,v#00648224,102208,"ACT, PAT","ubi satis explorata sunt quae voluit, in unum omnis convocat, quibus maxuma necessitudo et plurumum audaciae inerat",,,,,
SlaT-2930-n4,volo^velle,v#v-w383_MPf2_MP,uolo-01,v#00698398,130745,"ACT, PAT","ubi satis explorata sunt quae voluit, in unum omnis convocat, quibus maxuma necessitudo et plurumum audaciae inerat",,,,,
SlaT-2930-n8,insum,v#v-w150_MPf4_MP,"have-place-91, or directly have-91",,,,"ubi satis explorata sunt quae voluit, in unum omnis convocat, quibus maxuma necessitudo et plurumum audaciae inerat",,,,,
SlaT-2930-n11,necessitudo,v#v-w1224_MPf1_MP,necessitudo-05,n#14493716,113510,"ACT, PAT","ubi satis explorata sunt quae voluit, in unum omnis convocat, quibus maxuma necessitudo et plurumum audaciae inerat",,"NON-EVENT. in case it is, it is state (of being poor)",,,
SlaT-2931-n1,convenio,v#v-w93_MPf38_MP,conuenio-07,v#02428924,96424,ACT,"eo convenere senatorii ordinis P. Lentulus Sura, P. Autronius, L. Cassius Longinus, C. Cethegus",,,,,
2932a1,convenio,v#v-w93_MPf38_MP,conuenio-07,v#02428924,96424,ACT,"eo convenere senatorii ordinis P. Lentulus Sura, P. Autronius, L. Cassius Longinus, C. Cethegus",,,,,
2933a1,convenio,v#v-w93_MPf38_MP,conuenio-07,v#02428924,96424,ACT,"eo convenere senatorii ordinis P. Lentulus Sura, P. Autronius, L. Cassius Longinus, C. Cethegus",,,,,
SlaT-2934-n1,sum,v#v-w2_MPf115_MP,exist-91,,,,,,,,,
SlaT-2934-n7,particeps,v#v-w1097_MPf2_MP,,,,,,,NAs,,,
SlaT-2934-n8,consilium,v#v-w316_MPf1_MP,consilium-12,n#05907682,96060,ACT,erant praeterea complures paulo occultius consili huiusce participes nobiles,,NON-EVENT,,,
SlaT-2934-n10,hortor,v#v-w710_MPf7_MP,hortor-05,v#01649999,105727,"ACT, ADDR, PAT",nobiles quos magis dominationis spes hortabatur quam inopia aut alia necessitudo,,,,,
2934a3,hortor,v#v-w710_MPf7_MP,hortor-05,v#01649999,105727,"ACT, ADDR, PAT",nobiles quos magis dominationis spes hortabatur quam inopia aut alia necessitudo,,,,,
SlaT-2934-n15,necessitudo,v#v-w1224_MPf1_MP,necessitudo-05,n#14493716,113510,"ACT, PAT","ubi satis explorata sunt quae voluit, in unum omnis convocat, quibus maxuma necessitudo et plurumum audaciae inerat",,"NON-EVENT. in case it is, it is state (of being poor)",,,
SlaT-2934-n18,dominatio,v#v-w1144_MPf4_MP,dominatio-04,n#14442530,100053,"ACT, PAT",nobiles quos magis dominationis spes hortabatur quam inopia aut alia necessitudo,,NON-EVENT?,,,
SlaT-2935-n1,faveo,v#v-w887_MPf3_MP,faueo-01,v#00223374,103009,"ACT, PAT",iuventus pleraque sed maxume nobilium Catilinae inceptis favebat,,,,,
SlaT-2935-n8,incipio,v#v-w121_MPf22_MP,incipio-02,v#00348746,106965,"ACT, PAT",iuventus pleraque sed maxume nobilium Catilinae inceptis favebat,,,,,
SlaT-2936-n1,sum,v#v-w2_MPf123_MP,belong-91,,,,,,,,,
SlaT-2936-n3,vivo,v#v-w503_MPf2_MP,uiuo-NEW-01,v#02614387,130476,ACT,alii alio more viventes,lead a certain kind of life; live in a certain style,,,,
SlaT-2937-n4,malo,v#v-w611_MPf2_MP,malo-01,v#01826498,111408,"ACT, PAT","incerta pro certis, bellum quam pacem malebant",,,,,
2937a3,malo,v#v-w611_MPf2_MP,malo-01,v#01826498,111408,"ACT, PAT","incerta pro certis, bellum quam pacem malebant",,,,,
SlaT-2938-n1,sum,v#v-w2_MPf113_MP,exist-91,,,,,,,,,
SlaT-2938-n5,credo,v#v-w146_MPf16_MP,credo-01,v#00631737,96881,"ACT, PAT",fuere [...] qui crederent M. Licinium Crassum non ignarum eius consili fuisse,,,,,
SlaT-2938-n7,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,
SlaT-2938-n12,ignarus,v#v-w290_MPf3_MP,,,,,,,NAs,,,
SlaT-2938-n14,consilium,v#v-w316_MPf1_MP,consilium-12,n#05907682,96060,ACT,erant praeterea complures paulo occultius consili huiusce participes nobiles,,NON-EVENT,,,
2939a1,sum,v#v-w2_MPf113_MP,have-mod-91,,,,,,,,,
2939a4,credo,v#v-w146_MPf16_MP,credo-01,v#00631737,96881,"ACT, PAT",fuere [...] qui crederent M. Licinium Crassum non ignarum eius consili fuisse,,,,,
2939a5,volo^velle,v#v-w383_MPf6_MP,uolo-11,v#01825237,130745,"ACT, PAT",cuiusuis opes voluisse contra illius potentiam crescere,,,,,
SlaT-2939-n2,ducto,v#v-w1173_MPf2_MP,ducto-05,v#02440244,100203,"ACT, PAT","L. Sulla exercitum, quem in Asia ductaverat, quo sibi fidum faceret contra morem maiorum luxuriose nimisque liberaliter habuerat",,,,,
SlaT-2939-n6,invisus,v#v-w1225_MPf1_MP,,,,,,,NAs,,,
SlaT-2939-n1,cresco,v#v-w648_MPf3_MP,cresco-03,v#00230746,96925,ACT,cuiusuis opes voluisse contra illius potentiam crescere,,,,,
SlaT-2939-n12,potentia,v#v-w313_MPf6_MP,potentia-04,n#05190804,118570,"ACT, PAT",cuiusuis opes voluisse contra illius potentiam crescere,,NON-EVENT?,,,
SlaT-2939-n14,confido,v#v-w918_MPf8_MP,confido-02,v#00721098,95749,"ACT, BEN","simul confisum, si coniuratio valuisset, facile apud illos principem se fore",,BEN could not be PAT? the example in ENG wordnet is: I believe that he will come back from the war,,,ELEONORA
SlaT-2939-n16,valeo,v#v-w622_MPf4_MP,ualeo-05,v#02524171,129509,ACT,"simul confisum, si coniuratio valuisset, facile apud illos principem se fore",,,,does not match with same frame elsewhere,
SlaT-2939-n17,conjuratio,v#v-w1094_MPf1_MP,coniuratio-05,n#05908882,95954,ACT,de Catilinae coniuratione [...] paucis absolvam,,,,,
SlaT-2939-n18,sum,v#v-w2_MPf100_MP,have-role-91,,,,"simul confisum, si coniuratio valuisset, facile apud illos principem se fore",,,,,
Par. 18,,,,,,,,,,,,
SlaT-2940-n2,conjuro,v#v-w1029_MPf1_MP,coniuro-02,v#00706975,95956,"ACMP, ACT","antea item coniuravere pauci contra rem publicam, in quibus Catilina fuit",,,,,
SlaT-2940-n6,sum,v#v-w2_MPf112_MP,abstract,,,,,,,,"something like be-member-91, which however does not exist. not place, not straightforward annotation.",
SlaT-2941-n1,dico,v#v-w9_MPf84_MP,dico2-12,v#00953216,99302,"ACT, PAT",de quo quam verissume potero dicam,,,,,
SlaT-2941-n3,possum,v#v-w197_MPf4_MP,possum-NEW-02,,118569,ACT,de quo quam verissume potero dicam,"be able, have the ability","if to be added, possum-NEW-02. be able, have the ability (to, if I keep PAT)",,,
SlaT-2943-n1,do,v#v-w72_MPf6_MP,castigo-06,v#02499629,93008,"ACT, PAT","L. Tullo et M. Lepido, consulibus P. Autronius et P. Sulla designati consules legibus ambitus interrogati poenas dederant",,,,"if NEW, it would have been do-poenas-NEW-02 (v#02499629, def: impose a penalty on; inflict punishment on)",
SlaT-2943-n12,designo,v#v-w55_MPf7_MP,designo-08,v#02391803,98908,"ACT, EFF, PAT","L. Tullo et M. Lepido, consulibus P. Autronius et P. Sulla designati consules legibus ambitus interrogati poenas dederant",,,,,
SlaT-2943-n13,interrogo,v#v-w742_MPf2_MP,interrogo-05,v#00788184,108627,"ACT, ADDR, PAT","L. Tullo et M. Lepido, consulibus P. Autronius et P. Sulla designati consules legibus ambitus interrogati poenas dederant",,,,,
SlaT-2944-n1,prohibeo,v#v-w381_MPf7_MP,prohibeo-03,v#00796392,119765,"ACT, ADDR, PAT",Catilina pecuniarum repetundarum reus prohibitus erat consulatum petere,,,,,
SlaT-2944-n6,repeto,v#v-w639_MPf4_MP,repeto-14,v#02275365,122660,"ACT, PAT",Catilina pecuniarum repetundarum reus prohibitus erat consulatum petere,,,,,
SlaT-2944-n8,peto,v#v-w564_MPf7_MP,peto-NEW-19,,117549,"ACT, PAT",Catilina pecuniarum repetundarum reus prohibitus erat consulatum petere,to be a candidate for office,,,,
SlaT-2944-n11,profiteor,v#v-w333_MPf4_MP,profiteor-08,v#00965871,119717,"ACT, PAT","Catilina pecuniarum repetundarum reus prohibitus erat consulatum petere, quod intra legitumos dies profiteri nequiverat",,,,,
SlaT-2945-n1,sum,v#v-w2_MPf115_MP,exist-91,,,,,,,,,
SlaT-2945-n13,egeo,v#v-w1109_MPf3_MP,egeo-01,v#01188725,100701,"ACT, PAT","Cn. Piso, adulescens nobilis, summae audaciae, egens factiosus, quem ad perturbandam rem publicam inopia atque mali mores stimulabant",,,PAT in ablative,,
SlaT-2945-n15,stimulo,v#v-w1226_MPf2_MP,stimulo-07,v#01649999,125702,"ACT, INTT, PAT","Cn. Piso, adulescens nobilis, summae audaciae, egens factiosus, quem ad perturbandam rem publicam inopia atque mali mores stimulabant",,,,,
SlaT-2945-n17,perturbo,v#v-w1227_MPf1_MP,perturbo-01,v#00554298,117425,"ACT, PAT","Cn. Piso, adulescens nobilis, summae audaciae, egens factiosus, quem ad perturbandam rem publicam inopia atque mali mores stimulabant",,,,,
SlaT-2946-n1,paro,v#v-w572_MPf11_MP,paro-01,v#00406243,120698,"ACT, PAT",cum hoc Catilina et Autronius circiter Nonas Decembris consilio communicato parabant [...] consules interficere,,,,,
SlaT-2946-n8,communico,v#v-w1228_MPf2_MP,communico-02,v#00813978,95220,"ACMP,ACT,PAT",cum hoc Catilina et Autronius circiter Nonas Decembris consilio communicato parabant [...] consules interficere,,,,,
SlaT-2946-n9,consilium,v#v-w316_MPf1_MP,consilium-12,n#05907682,96060,ACT,cum hoc Catilina et Autronius circiter Nonas Decembris consilio communicato parabant [...] consules interficere,,NON-EVENT,,,
SlaT-2946-n11,interficio,v#v-w604_MPf4_MP,interficio-01,v#01323958,108471,"ACT, PAT",cum hoc Catilina et Autronius circiter Nonas Decembris consilio communicato parabant [...] consules interficere,,,,,
SlaT-2946-n23,mitto,v#v-w228_MPf30_MP,mitto-18,v#01955127,112499,"ACT, INTT, PAT",parabant [...] ipsi fascibus conreptis Pisonem cum exercitu ad obtinendas duas Hispanias mittere,,,,,
SlaT-2946-n25,corripio,v#v-w817_MPf3_MP,corripio-05,v#01212572,96688,"ACT, PAT",parabant [...] ipsi fascibus conreptis Pisonem cum exercitu ad obtinendas duas Hispanias mittere,,,,,
SlaT-2946-n29,optineo,v#v-w1243_MPf1_MP,obtineo-NEW-01,v#02272549,114504,"ACT, PAT",parabant [...] ipsi fascibus conreptis Pisonem cum exercitu ad obtinendas duas Hispanias mittere,"take possession of by force, as after an invasion",,,,
SlaT-2947-n1,transfero,v#v-w716_MPf8_MP,transfero-17,v#02642814,128593,"ACT, DIR1, DIR3, PAT",ea re cognita rursus in Nonas Februarias consilium caedis transtulerant,,,,,
SlaT-2947-n2,cognosco,v#v-w118_MPf21_MP,cognosco-06,v#00598954,94738,"ACT, PAT",ea re cognita rursus in Nonas Februarias consilium caedis transtulerant,,,,,
SlaT-2947-n8,consilium,v#v-w316_MPf6_MP,consilium-12,n#05907682,96060,ACT,ea re cognita rursus in Nonas Februarias consilium caedis transtulerant,,NON-EVENT,,,
2948a1,machinor,v#v-w1100_MPf3_MP,machinor-02,v#00708128,111199,"ACT, PAT","tum non consulibus modo, sed plerisque senatoribus perniciem machinabantur",,,,,
SlaT-2948-n7,machinor,v#v-w1100_MPf3_MP,machinor-02,v#00708128,111199,"ACT, PAT","tum non consulibus modo, sed plerisque senatoribus perniciem machinabantur",,,,,
SlaT-2949-n1,patro,v#v-w1229_MPf1_MP,patro-01,v#00485609,116252,"ACT, PAT","quod ni Catilina maturasset pro curia signum sociis dare, eo die post conditam urbem Romam pessumum facinus patratum foret",,,,,
SlaT-2949-n2,maturo,v#v-w1044_MPf3_MP,maturo-NEW-04,v#00459296,111740,"ACT, PAT","quod ni Catilina maturasset pro curia signum sociis dare, eo die post conditam urbem Romam pessumum facinus patratum foret",urge to an unnatural speed,,,,
SlaT-2949-n5,do,v#v-w72_MPf24_MP,do-02,v#00742320,99970,"ACT, ADDR, PAT","quod ni Catilina maturasset pro curia signum sociis dare, eo die post conditam urbem Romam pessumum facinus patratum foret",,,,,
SlaT-2949-n11,condo,v#v-w647_MPf4_MP,condo-09,v#01647229,95677,"ACT, PAT","quod ni Catilina maturasset pro curia signum sociis dare, eo die post conditam urbem Romam pessumum facinus patratum foret",,,,,
SlaT-2950-n1,dirimo,v#v-w1230_MPf1_MP,dirimo-NEW-09,v#02558172,99576,"ACT, PAT","quia nondum frequentes armati convenerant, ea res consilium diremit","hinder or prevent (the efforts, plans, or desires) of",,,,
SlaT-2950-n2,convenio,v#v-w93_MPf39_MP,conuenio-07,v#02428924,96424,ACT,"quia nondum frequentes armati convenerant, ea res consilium diremit",,,,,
SlaT-2950-n4,armo,v#v-w865_MPf4_MP,armo-06,v#01088381,90036,"ACT, PAT","quia nondum frequentes armati convenerant, ea res consilium diremit",,,,,
SlaT-2950-n8,consilium,v#v-w316_MPf1_MP,consilium-12,n#05907682,96060,ACT,"quia nondum frequentes armati convenerant, ea res consilium diremit",,NON-EVENT,,,
Par. 19,,,,,,,,,,,,
SlaT-2951-n1,mitto,v#v-w228_MPf31_MP,mitto-18,v#01955127,112499,"ACT, INTT, PAT",parabant [...] ipsi fascibus conreptis Pisonem cum exercitu ad obtinendas duas Hispanias mittere,,,,,
SlaT-2951-n8,annitor,v#v-w1231_MPf2_MP,adnitor-NEW-05,v#01146051,87585,"ACT, PAT",Piso in citeriorem Hispanian quaestor pro praetore missus est adnitente Crasso,to exert much effort or energy,,,,
SlaT-2951-n10,cognosco,v#v-w118_MPf35_MP,cognosco-03,v#00594621,94738,"ACT, PAT",eum infestum inimicum Cn. Pompeio cognoverat,,,,,
SlaT-2951-n13,infestus,v#v-w1367_MPf1_MP,,,,,,,NAs,,,
SlaT-2952-n2,do,v#v-w72_MPf25_MP,do-39,v#02475922,99970,"ACT, ADDR, PAT",neque tamen senatus provinciam invitus dederat,,,,,
2952a2,volo^velle,v#v-w383_MPf6_MP,uolo-11,v#01825237,130745,"ACT, PAT",foedum hominem a re publica procul esse volebat,,,,,
SlaT-2952-n9,sum,v#v-w2_MPf238_MP,have-place-91,,,,,,,,,
SlaT-2952-n17,puto,v#v-w145_MPf11_MP,puto-03,v#00631737,120610,"ACT, PAT",boni complures praesidium in eo putabant,,,,,
SlaT-2952-n22,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,
SlaT-2952-n25,potentia,v#v-w313_MPf3_MP,potentia-04,n#05190804,118570,"ACT, PAT","divitiae honori esse coepere, et eas gloria imperium potentia sequebatur",,NON-EVENT,,,
SlaT-2953-n2,occido^caedo,v#v-w628_MPf5_MP,occido2-NEW-01,v#01323958 ,114585,"ACT, PAT","is Piso in provincia ab equitibus Hispanis, quos in exercitu ductabat, iter faciens occisus est","cause to die; put to death, usually intentionally or knowingly",,,,
SlaT-2953-n8,ducto,v#v-w1173_MPf1_MP,ducto-05,v#02440244,100203,"ACT, PAT","is Piso in provincia ab equitibus Hispanis, quos in exercitu ductabat, iter faciens occisus est",,,,,
SlaT-2953-n11,facio,v#v-w76_MPf24_MP,facio-23,v#01712704,102758,"ACT, PAT",iter faciens,,,,,
SlaT-2954-n1,sum,v#v-w2_MPf113_MP,exist-91,,,,,,,,,
SlaT-2954-n2,dico,v#v-w9_MPf47_MP,dico2-21,v#01016002,99302,"ACT, PAT",sunt qui ita dicant,,,,,
SlaT-2954-n7,patior,v#v-w450_MPf7_MP,patior-04,v#00668099,116222,"ACT, PAT","sunt qui ita dicant imperia eius iniusta, superba, crudelia barbaros nequivisse pati",,,,,
2955a1,sum,v#v-w2_MPf113_MP,exist-91,,,,,,,,,
2955a2,dico,v#v-w9_MPf42_MP,dico2-21,v#01016002,99302,"ACT, PAT",sunt qui ita dicant,,,,,
SlaT-2955-n3,aggredior,v#v-w779_MPf3_MP,aggredior-05,v#01120069,88082,"ACT, PAT","alii autem, equites illos, Cn. Pompei veteres fidosque clientis, voluntate eius Pisonem adgressos",,,,,
SlaT-2955-n13,fidus,v#v-w1174_MPf2_MP,,,,,,,NAs,,,
SlaT-2955-n14,voluntas,v#v-w1232_MPf3_MP,uolo-10,v#01824736,130745,"ACT, PAT","alii autem, equites illos, Cn. Pompei veteres fidosque clientis, voluntate eius Pisonem adgressos",,EVENT (nominal: uoluntas-03),,,
2956a1,dico,v#v-w9_MPf85_MP,dico2-21,v#01016002,99302,"ACT, PAT",sunt qui ita dicant,,,,,
SlaT-2956-n3,facio,v#v-w76_MPf21_MP,facio-23,v#01712704,102758,"ACT, PAT","(dicunt) nunquam Hispanos praeterea tale facinus fecisse, sed imperia saeva multa antea perpessos",,,,,
SlaT-2956-n8,perpetior,v#v-w1233_MPf1_MP,perpetior-01,v#00668099,117195,"ACT, PAT","(dicunt) nunquam Hispanos praeterea tale facinus fecisse, sed imperia saeva multa antea perpessos",,,,,
