id,lemma,V1 frame,UMR,synset_id,URI lemma,roles,example,definition,notes,gramm_info,additional notes (not for processing),
SlaT-2817-n3,dominatio,v#v-w1144_MPf3_MP,dominor-03,v#02586619 ,100058,"ACT, PAT",hunc post dominationem L. Sullae lubido maxuma invaserat rei publicae capiundae,,EVENT (nominal: dominatio-07),,,
SlaT-2817-n8,libido,v#v-w1112_MPf4_MP,cupio-05,v#01828405,97287,"ACT, PAT",lubidinem dominandi causam belli habere,,EVENT (nominal: libido-03),,,
SlaT-2817-n10,capio,v#v-w106_MPf8_MP,capio-37,v#02272549,92686,"ACT, ORIG, PAT",hunc [...] lubido maxuma invaserat rei publicae capiundae,,,,,
SlaT-2818-n2,habeo,v#v-w73_MPf20_MP,pendo-05,v#00950431,116474,"ACT, PAT","neque id quibus modis adsequeretur, dum sibi regnum pararet, quicquam pensi habebat",,,,single predicate pendo-05 as for consilium-esse/decido-02,
SlaT-2818-n4,assequor,v#v-w917_MPf3_MP,assequor-08,v#02000868,90315,"ACT, PAT",id quibus modis adsequeretur [...] quicquam pensi habebat,,,,,
SlaT-2818-n8,paro,v#v-w572_MPf8_MP,paro-09,v#02210855,116061,"ACT, PAT",dum sibi regnum pararet,,,,,
SlaT-2819-n1,agito,v#v-w631_MPf3_MP,agito-NEW-15,v#01764171,88103,"ACT, PAT",agitabatur magis magisque in dies animus ferox inopia rei familiaris et conscientia scelerum,disturb in mind or make uneasy or cause to be worried or alarmed,,,,
SlaT-2819-n12,conscientia,v#v-w1145_MPf2_MP,conscientia-05,n#13991245,97800,"ACT, PAT",agitabatur magis magisque in dies animus ferox inopia rei familiaris et conscientia scelerum,,,,,
SlaT-2819-n14,augeo,v#v-w395_MPf7_MP,augeo-08,v#00208210,90673,"ACT, PAT","inopia rei familiaris et conscientia scelerum, quae utraque iis artibus auxerat, quas supra memoravi",,,,,
SlaT-2819-n19,memoro,v#v-w694_MPf7_MP,memoro-05,v#01024190,112007,"ACT, PAT","inopia rei familiaris et conscientia scelerum, quae utraque iis artibus auxerat, quas supra memoravi",,,,,
SlaT-2820-n1,incito,v#v-w1146_MPf3_MP,incito-12,v#01649999,106982,"ACT, PAT",incitabant praeterea corrupti civitatis mores,,,,,
SlaT-2820-n4,corrumpo,v#v-w514_MPf5_MP,corrumpo-15,v#02579447,96706,"ACT, PAT",inter tanta vitia inbecilla aetas ambitione conrupta tenebatur,,,,,
SlaT-2820-n6,vexo,v#v-w851_MPf3_MP,uexo-10,v#01764171,130087,"ACT, PAT",ac me [...] honoris cupido eadem qua ceteros fama atque invidia vexabat,,,,,
SlaT-2820-n12,diversus,v#v-w323_MPf5_MP,,,,,,,NON-EVENT,,,
SlaT-2821-n1,video,v#v-w16_MPf45_MP,uideo-10,v#02133435,130163,"ACT, EFF, PAT",res ipsa hortari videtur [...] supra repetere,,,passive,,
SlaT-2821-n4,hortor,v#v-w710_MPf5_MP,hortor-01,v#00765649,105727,"ACT, ADDR, PAT",res ipsa hortari videtur [...] supra repetere,,,,,
SlaT-2821-n5,admoneo,v#v-w713_MPf3_MP,admoneo-01,v#00610538,87560,"ACT, PAT, REG",res ipsa [...] de moribus civitatis tempus admonuit,,,,,
SlaT-2821-n10,repeto,v#v-w639_MPf5_MP,repeto-04,v#00350283,122660,"ACT, PAT",res ipsa hortari videtur [...] supra repetere,,,,,
SlaT-2821-n12,dissero,v#v-w42_MPf9_MP,dissero2-02,v#01034312,99785,"ACT, PAT",paucis instituta maiorum domi militiaeque [...] disserere,,,,,
SlaT-2821-n15,instituo,v#v-w554_MPf3_MP,instituo-04,v#00665476,108268,"ACT, PAT",paucis instituta maiorum domi militiaeque [...] disserere,,,,,
SlaT-2821-n20,habeo,v#v-w73_MPf15_MP,habeo-15,v#02445509,105044,"ACT, PAT",quo modo rem publicam habuerint quantamque reliquerint [...] disserere,,,,,
SlaT-2821-n25,relinquo,v#v-w69_MPf16_MP,relinquo-05,v#01842367,122569,"ACT, PAT",quo modo rem publicam habuerint quantamque reliquerint [...] disserere,,,,,
SlaT-2821-n27,facio,v#v-w76_MPf60_MP,facio-05,v#00120675,102758,"ACT, EFF, PAT",ut [...] ex pulcherruma atque optuma pessuma ac flagitiosissuma facta sit,,added ARG3 for ex pulcherrima,,,
SlaT-2821-n28,immuto,v#v-w1147_MPf3_MP,immuto-NEW-01,v#00126264,106463,"ACT, PAT",fortuna simul cum moribus immutatur,cause to change; make different; cause a transformation,,,,
Par. 6,,,,,,,,,,,,
SlaT-2822-n4,accipio,v#v-w217_MPf26_MP,accipio-08/accipio-10,v#00683280/v#00686879,87119,"ACT, PAT","urbem Romam, sicuti accepi, condidere atque habuere initio Troiani",,merge,,,
SlaT-2822-n6,condo,v#v-w647_MPf3_MP,condo-17,v#02427103,95677,"ACT, PAT","urbem Romam, sicuti accepi, condidere atque habuere initio Troiani",,,,,
SlaT-2822-n7,habeo,v#v-w73_MPf16_MP,habeo-15,v#02445509,105044,"ACT, PAT",quo modo rem publicam habuerint quantamque reliquerint [...] disserere,,,,,
SlaT-2822-n10,vagor,v#v-w1148_MPf2_MP,uagor-04,v#01881180,129496,ACT,"Troiani, qui Aenea duce profugi sedibus incertis vagabantur",,,,,
SlaT-2822-n27,liber^solutus,v#v-w1135_MPf4_MP,,,,,,,,,,
SlaT-2822-n28,solvo,v#v-w199_MPf5_MP,soluo-33,v#02566528,125108,"ACT, PAT","genus hominum agreste, sine legibus, sine imperio, liberum atque solutum",,,,,
SlaT-2823-n1,sum,v#v-w2_MPf234_MP,have-mod-91,,,,,,,,,
SlaT-2823-n2,convenio,v#v-w93_MPf28_MP,conuenio-07,v#02428924,96424,ACT,postquam in una moenia convenere,,,,,
SlaT-2823-n10,dissimilis,v#v-w969_MPf3_MP,dissimilis-02,a#01410905,99804,ACT,dissimili lingua,,NON-EVENT,,,
SlaT-2823-n11,vivo,v#v-w503_MPf1_MP,uiuo-NEW-01,v#02614387,130476,ACT,alii alio more viventes,lead a certain kind of life; live in a certain style,,,,
SlaT-2823-n15,incredibilis,v#v-w1077_MPf1_MP,incredibilis-01,a#00645493,106731,ACT,incredibile memoratu est quam facile coalverint,,NON-EVENT,,,
SlaT-2823-n16,memoro,v#v-w694_MPf8_MP,memoro-03,v#00953216,112007,"ACT, PAT",incredibile memoratu est quam facile coalverint,,,,,
SlaT-2823-n17,coalo,v#v-w1149_MPf2_MP,coalo-NEW-04,v#01462468,92426,"ACT, PAT",incredibile memoratu est quam facile coalverint,combine into one,,,,
SlaT-2824-n1,facio,v#v-w76_MPf20_MP,facio-14,v#01617192,102758,"ACT, EFF, PAT",multitudo dispersa atque vaga [...] civitas facta erat,,,,,
SlaT-2824-n6,dispergo,v#v-w1150_MPf2_MP,dispergo-04,v#02082690,99732,"ACT, PAT",multitudo dispersa atque vaga [...] civitas facta erat,,,,,
SlaT-2825-n2,orior,v#v-w612_MPf3_MP,orior-10,v#02625786,115264,ACT,invidia ex opulentia orta est,,,,,
SlaT-2825-n3,video,v#v-w16_MPf57_MP,uideo-10,v#02133435,130163,"ACT, EFF, PAT",res eorum [...] satis prospera satisque pollens videbatur,,,passive,,
SlaT-2825-n6,augeo,v#v-w395_MPf8_MP,augeo-14,v#00230746,90673,"ACT, PAT","res eorum, civibus moribus agris aucta",,,,,
SlaT-2825-n13,polleo,v#v-w1151_MPf2_MP,polleo-NEW-04,,118293,ACT,res eorum [...] satis prospera satisque pollens videbatur,be powerful,,,,
SlaT-2825-n15,habeo,v#v-w73_MPf18_MP,habeo-NEW-27,,105044,ACT,sicuti pleraque mortalium habentur,"happen, be the case",,passive,,
SlaT-2826-n3,tento,v#v-w105_MPf3_MP,tempto-04,v#01119169,127795,"ACT, PAT",reges populique finitumi bello temptare,,,,,
SlaT-2826-n9,sum,v#v-w2_MPf227_MP,doppio dativo?,,,,,,,,,
SlaT-2826-n12,auxilium,v#v-w1110_MPf6_MP,auxilium-04,n#01207609,90873,PAT,pauci ex amicis auxilio esse,,,,,
SlaT-2827-n1,absum,v#v-w994_MPf4_MP,absum-02,v#00421535,87040,"ACT, ORIG",nam ceteri metu perculsi a periculis aberant,,,,,
SlaT-2827-n4,percello,v#v-w1152_MPf2_MP,percello-07,v#01814396,116645,"ACT, PAT",nam ceteri metu perculsi a periculis aberant,,,,,
SlaT-2828-n8,festino,v#v-w860_MPf5_MP,festino-02,v#00459498,103186,ACT,"at Romani domi militiaeque intenti festinare, parare",,,,,
SlaT-2828-n9,paro,v#v-w572_MPf9_MP,paro-02,v#00406963,116061,"ACT, PAT","at Romani domi militiaeque intenti festinare, parare",,,,,
SlaT-2828-n10,hortor,v#v-w710_MPf6_MP,hortor-02,v#00771341,105727,"ACT, ADDR, PAT",alius alium hortari,,,,,
SlaT-2828-n13,eo,v#v-w470_MPf3_MP,eo-13,v#01992503,101183,"ACT,DIR3",hostibus obviam ire,,,,,
SlaT-2828-n16,tego,v#v-w613_MPf3_MP,tego-03/tego-04,v#01128193/v#01129337,127731,"ACT, PAT",libertatem patriam parentisque armis tegere,,merge,,,
SlaT-2829-n3,propello,v#v-w1153_MPf2_MP,repello-02,v#01131197,119924,"ACT, DIR3, PAT",ubi pericula virtute propulerant,,,,,
SlaT-2829-n6,porto,v#v-w807_MPf4_MP,porto-05,v#02077656,118540,"ACT, DIR3, PAT",sociis atque amicis auxilia portabant,,,,"DIR3 can be ADDR (either location or beneficiary, but destination in any case)",
SlaT-2829-n10,auxilium,v#v-w1110_MPf6_MP,auxilium-04,n#01207609,90873,PAT,sociis atque amicis auxilia portabant,,,,,
SlaT-2829-n11,paro,v#v-w572_MPf10_MP,paro-09,v#02210855,116061,"ACT, PAT",magisque dandis quam accipiundis beneficiis amicitias parabant,,,,,
SlaT-2829-n12,do,v#v-w72_MPf23_MP,do-28,v#02294436,99970,"ACT, ADDR, PAT",magisque dandis quam accipiundis beneficiis amicitias parabant,,,,,
SlaT-2829-n14,accipio,v#v-w217_MPf30_MP,accipio-16,v#02236124,87119,"ACT, ORIG, PAT",magisque dandis quam accipiundis beneficiis amicitias parabant,,,,,
SlaT-2830-n1,habeo,v#v-w73_MPf52_MP,have-91,,,,,,,,,
SlaT-2831-n1,consulto,v#v-w1154_MPf2_MP,consulto-02,v#00812580,96192,"ACT, REG",delecti [...] rei publicae consultabant,,,,,
SlaT-2831-n2,deligo,v#v-w675_MPf4_MP,deligo-01,v#00674607,98470,"ACT, PAT",delecti [...] rei publicae consultabant,,,,,
2831a3,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,
SlaT-2831-n8,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,
SlaT-2832-n1,appello,v#v-w607_MPf4_MP,appello-13,v#01026095,89580,"ACT, EFF, PAT",hi vel aetate vel curae similitudine patres adpellabantur,,,,,
SlaT-2832-n5,similitudo,v#v-w309_MPf5_MP,similitudo-02,n#04743605,124830,"ACT, ADDR",hi vel aetate vel curae similitudine patres adpellabantur,,NON-EVENT,,,
SlaT-2832-n6,cura,v#v-w314_MPf1_MP,cura-03,n#00720565,97301,"ACT, PAT",hi vel aetate vel curae similitudine patres adpellabantur,,EVENT?,,,
SlaT-2833-n1,facio,v#v-w76_MPf24_MP,facio-18,v#01647229,102758,"ACT, PAT",annua imperia binosque imperatores sibi fecere,,,,,
SlaT-2833-n3,converto,v#v-w686_MPf5_MP,conuerto-06,v#00382635,96446,"ACT, EFF, PAT",in superbiam dominationemque se convortit,,,,,
SlaT-2833-n10,conservo,v#v-w1057_MPf3_MP,conseruo-06,v#02679899,96048,"ACT, PAT","regium imperium, quod initio conservandae libertatis atque augendae rei publicae fuerat",,,,,
SlaT-2833-n12,augeo,v#v-w395_MPf9_MP,augeo-14,v#00230746,90673,"ACT, PAT","regium imperium, quod initio conservandae libertatis atque augendae rei publicae fuerat",,,,,
SlaT-2833-n17,dominatio,v#v-w1144_MPf4_MP,dominatio-07,n#14443912,100053,"ACT, PAT",in superbiam dominationemque se convortit,,,,,
SlaT-2833-n19,immuto,v#v-w1147_MPf5_MP,immuto-NEW-01,v#00126264,106463,"ACT, PAT",fortuna simul cum moribus immutatur,,,,,
SlaT-2834-n1,puto,v#v-w145_MPf7_MP,puto-09,v#00689344,120610,"ACT, PAT",eo modo minume posse putabant per licentiam insolescere animum humanum,,,,,
SlaT-2834-n4,insolesco,v#v-w1155_MPf2_MP,insolesco-03,v#02596908,108184,ACT,eo modo minume posse putabant per licentiam insolescere animum humanum,,,,,
SlaT-2834-n6,licentia,v#v-w1187_MPf2_MP,licentia-08,n#13995378,111124,"ACT, PAT",eo modo minume posse putabant per licentiam insolescere animum humanum,,NON-EVENT?,,,
Par. 7,,,,,,,,,,,,
SlaT-2835-n2,coepio,v#v-w575_MPf4_MP,coepio-01,v#00345761,94695,"ACT, PAT",Lacedaemonii et Athenienses coepere urbis atque nationes subigere,,,,,
SlaT-2835-n7,extollo,v#v-w830_MPf4_MP,extollo-13,v#00922438,102437,"ACT, PAT",sed ea tempestate coepere se quisque magis extollere,,,,,
SlaT-2835-n10,habeo,v#v-w73_MPf15_MP,habeo-NEW-25,v#02681795,105044,"ACT, PAT, EFF",coepere se quisque magis extollere magisque ingenium in promptu habere,"keep in a certain state, position, or activity; e.g.,",,,,
SlaT-2836-n3,sum,v#v-w2_MPf118_MP,have-mod-91,,,,,,,,,
SlaT-2836-n6,suspicio,v#v-w1156_MPf2_MP,suspicio-01,v#00687926,127130,"ACT, PAT",regibus boni quam mali suspectiores sunt,,,,,
2836a3,sum,v#v-w2_MPf118_MP,have-mod-91,,,,,,,,,
2836a4,suspicio,v#v-w1156_MPf2_MP,suspicio-01,v#00687926,127130,"ACT, PAT",regibus boni quam mali suspectiores sunt,,,,,
SlaT-2836-n8,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,
SlaT-2836-n12,alienus,v#v-w1336_MPf3_MP,,,,,,,NAs,,,
SlaT-2837-n2,sum,v#v-w2_MPf233_MP,have-mod-91,,,,,,,,,
SlaT-2837-n3,incredibilis,v#v-w1077_MPf1_MP,incredibilis-01,a#00645493,106731,ACT,incredibile memoratu est quam facile coalverint,,NON-EVENT,,,
SlaT-2837-n4,memoro,v#v-w694_MPf8_MP,memoro-03,v#00953216,112007,"ACT, PAT",incredibile memoratu est quam facile coalverint,,,,,
SlaT-2837-n5,adipiscor,v#v-w913_MPf6_MP,adipiscor-06,v#02288295,87476,"ACT, PAT",civitas [...] adepta libertate [...] brevi creverit,,,,,
SlaT-2837-n7,cresco,v#v-w648_MPf3_MP,cresco-03,v#00230746,96925,ACT,civitas [...] brevi creverit,,,,,
SlaT-2838-n1,incedo,v#v-w765_MPf5_MP,incedo-04,v#01992503,106900,ACT,tanta cupido gloriae incesserat,,,,,
SlaT-2838-n2,cupido,v#v-w1129_MPf2_MP,,,,,honoris cupido,,NON-EVENT,,nominal frame: cupido-03,
SlaT-2839-n4,disco,v#v-w178_MPf4_MP,disco-01,v#00597915,99619,"ACT, PAT",iuventus [...] per laborem usum militiae discebat,,,,,
SlaT-2839-n6,sum,v#v-w2_MPf118_MP,-,,,,,,,,probably single event such as patior-04 (see consilium-esse),
SlaT-2839-n9,patior,v#v-w450_MPf6_MP,patior-04,v#00668099,116222,"ACT, PAT","corpus patiens inediae, algoris, vigiliae supra quam cuiquam credibile est",,,,,
SlaT-2839-n13,usus,v#v-w62_MPf6_MP,usus-01,n#00410247,131133,"ACT, PAT",iuventus [...] per laborem usum militiae discebat,,EVENT?,,,
SlaT-2839-n15,habeo,v#v-w73_MPf15_MP,habeo-NEW-28,v#02292125,105044,"ACT, PAT",magisque in decoris armis et militaribus equis quam in scortis atque conviviis lubidinem habebant,obtain,,,,
2839a4,habeo,v#v-w73_MPf15_MP,habeo-NEW-28,v#02292125,105044,"ACT, PAT",magisque in decoris armis et militaribus equis quam in scortis atque conviviis lubidinem habebant,obtain,,,,
2839a5,libido,v#v-w1112_MPf6_MP,libido-NEW-08,n#07490713,110407,"ACT, PAT",magisque in decoris armis et militaribus equis quam in scortis atque conviviis lubidinem habebant,a fundamental feeling that is hard to define but that people desire to experience,,,,
SlaT-2839-n26,libido,v#v-w1112_MPf6_MP,libido-NEW-08,n#07490713,110407,"ACT, PAT",magisque in decoris armis et militaribus equis quam in scortis atque conviviis lubidinem habebant,a fundamental feeling that is hard to define but that people desire to experience,NON-EVENT,,,
2840a1,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,NON-EVENT,,,
SlaT-2840-n8,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,
2840a2,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,
SlaT-2840-n17,armo,v#v-w865_MPf3_MP,armo-06,v#01088381,90036,"ACT, PAT",non armatus hostis formidulosus,,,,,
SlaT-2841-n1,domo,v#v-w778_MPf3_MP,domo-08,v#02539334,100067,"ACT, PAT",virtus omnia domuerat,,,,,
SlaT-2842-n2,sum,v#v-w2_MPf115_MP,-,,,,,,,,,
SlaT-2842-n3,certamen,v#v-w1108_MPf5_MP,certo-04,v#01072262,93580,"ACMP, ACT, REG",gloriae maxumum certamen inter ipsos erat,,,,probably single event like certo-04,
SlaT-2843-n1,propero,v#v-w651_MPf11_MP,propero-NEW-06,v#00459296,119934,"ACT, PAT","se quisque hostem ferire, murum adscendere, conspici [...] properabat",urge to an unnatural speed,,,,
SlaT-2843-n5,ferio,v#v-w769_MPf3_MP,ferio-01,v#00069879,103114,"ACT, PAT","se quisque hostem ferire, murum adscendere, conspici [...] properabat",,,,,
SlaT-2843-n7,ascendo,v#v-w130_MPf5_MP,ascendo-16,v#01999082,90185,"ACT, DIR3","se quisque hostem ferire, murum adscendere, conspici [...] properabat",,,,,
SlaT-2843-n9,conspicio,v#v-w365_MPf3_MP,conspicio-11,v#02118476,96117,"ACT, PAT","se quisque hostem ferire, murum adscendere, conspici [...] properabat",,,,,
SlaT-2843-n10,facio,v#v-w76_MPf24_MP,facio-23,v#01712704,102758,"ACT, PAT","se quisque hostem ferire, murum adscendere, conspici, dum tale facinus faceret, properabat",,,,,
SlaT-2844-n1,puto,v#v-w145_MPf10_MP,puto-09,v#00689344,120610,"ACT, PAT",plerique quae delicta reprehenderis malevolentia et invidia dicta putant,,,,,
SlaT-2845-n1,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,
SlaT-2845-n3,avidus,v#v-w1157_MPf2_MP,,,,,,,NAs,,,
SlaT-2845-n5,liberalis,v#v-w1158_MPf2_MP,,,,,,,NAs,,,
SlaT-2846-n1,volo^velle,v#v-w383_MPf5_MP,uolo-11,v#01825237,130745,"ACT, PAT","gloriam ingentem, divitias honestas volebant",,,,,
SlaT-2847-n1,memoro,v#v-w694_MPf9_MP,memoro-03,v#00953216,112007,"ACT, PAT","memorare possum, quibus in locis maxumas hostium copias populus Romanus parva manu fuderit",,,,different than other memoro-03,
SlaT-2847-n3,fundo,v#v-w751_MPf3_MP,fundo-05,v#01104248,104012,"ACT, PAT","memorare possum, quibus in locis maxumas hostium copias populus Romanus parva manu fuderit",,,,,
SlaT-2847-n16,munio,v#v-w874_MPf8_MP,munio-03,v#01130607,11305,"ACT, PAT",memorare possum [...] quas urbis natura munitas pugnando ceperit,,,,MEANS non obl,
SlaT-2847-n13,capio,v#v-w106_MPf10_MP,capio-37,v#02272549,92686,"ACT, ORIG, PAT",memorare possum [...] quas urbis natura munitas pugnando ceperit,,,,different from other capio-37,
SlaT-2847-n18,pugno,v#v-w627_MPf4_MP,pugno-07,v#01092366,120417,ACT,memorare possum [...] quas urbis natura munitas pugnando ceperit,,,,,
SlaT-2847-n19,traho,v#v-w196_MPf12_MP,traho-NEW-28,v#02103162,128552,"ACT,DIR1,DIR3,PAT",memorare possum [...] ni ea res longius nos ab incepto traheret,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense",,,,
SlaT-2847-n22,longus,v#v-w1402_MPf3_MP,,,,,memorare possum [...] ni ea res longius nos ab incepto traheret,,NON-EVENT,,,
SlaT-2847-n24,incipio,v#v-w121_MPf21_MP,,,,,memorare possum [...] ni ea res longius nos ab incepto traheret,,,,,
Par. 8,,,,,,,,,,,,
SlaT-2848-n2,dominor,v#v-w1113_MPf6_MP,dominor-01,v#02442106,100058,ACT,fortuna in omni re dominatur,,,,,
SlaT-2849-n9,celebro,v#v-w795_MPf4_MP,celebro-01,v#00489299,93319,"ACT, PAT",ea res cunctas ex lubidine magis quam ex vero celebrat obscuratque,,,,,
SlaT-2849-n10,obscuro,v#v-w174_MPf4_MP,obscuro-03,v#00313712,114384,"ACT, PAT",ea res cunctas ex lubidine magis quam ex vero celebrat obscuratque,,,,,
SlaT-2849-n5,libido,v#v-w1112_MPf5_MP,libido-NEW-08,,110407,"ACT, PAT",ea res cunctas ex lubidine magis quam ex vero celebrat obscuratque,"unlawful or inordinate desire, passion, caprice",NON-EVENT,,,
2849a4,celebro,v#v-w795_MPf4_MP,celebro-01,v#00489299,93319,"ACT, PAT",ea res cunctas ex lubidine magis quam ex vero celebrat obscuratque,,,,,
2849a5,obscuro,v#v-w174_MPf4_MP,obscuro-03,v#00313712,114384,"ACT, PAT",ea res cunctas ex lubidine magis quam ex vero celebrat obscuratque,,,,,
SlaT-2850-n4,gero,v#v-w570_MPf5_MP,gero-15,v#02445509,104536,"ACT, PAT",res gestas,,,,,
SlaT-2850-n5,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,
SlaT-2850-n6,aestimo,v#v-w189_MPf6_MP,aestimo-05,v#00690614,87940,"ACT, EFF, PAT",sic ego aestumo,,,,,
2850a4,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,
SlaT-2850-n15,fero,v#v-w392_MPf9_MP,fero-23,v#00965035,103126,"ACT, PAT",aliquanto minores tamen quam fama feruntur,,,,,
SlaT-2851-n2,celebro,v#v-w795_MPf5_MP,celebro-01,v#00489299,93319,"ACT, PAT",per terrarum orbem Atheniensium facta pro maxumis celebrantur,,,,,
SlaT-2851-n3,provenio,v#v-w163_MPf8_MP,prouenio-NEW-10,v#02342800,120183,"ACT, DIR1","quia provenere ibi scriptorum magna ingenia, per terrarum orbem Atheniensium facta pro maxumis celebrantur",make steady progress; be at the high point in one's career or reach a high point in historical significance or importance,,,,
SlaT-2851-n6,scriptor,v#v-w1122_MPf4_MP,scriptor-03,n#10794014,123850,PAT,"quia provenere ibi scriptorum magna ingenia, per terrarum orbem Atheniensium facta pro maxumis celebrantur",,,,,
SlaT-2851-n10,facio,v#v-w76_MPf47_MP,facio-23,v#01712704,102758,"ACT, PAT",qui facta aliorum scripsere,,,,,
SlaT-2852-n1,habeo,v#v-w73_MPf53_MP,habeo-07,v#00689950,105044,"ACT, EFF, PAT",virtus clara aeternaque habetur,,,,,
SlaT-2852-n5,facio,v#v-w76_MPf43_MP,facio-23,v#01712704,102758,"ACT, PAT",qui facta aliorum scripsere,,,,,
SlaT-2852-n8,extollo,v#v-w830_MPf5_MP,extollo-11,v#00860620,102437,"ACT, PAT","virtus tanta habetur, quantum eam verbis potuere extollere praeclara ingenia",,,,,
SlaT-2853-n2,sum,v#v-w2_MPf115_MP,belong-91,,,,,,,,,
SlaT-2853-n9,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,
SlaT-2853-n14,exerceo,v#v-w251_MPf6_MP,exerceo-13,v#02204564,101981,"ACT, PAT",ingenium nemo sine corpore exercebat,,,,,
SlaT-2853-n21,facio,v#v-w76_MPf43_MP,facio-02,v#00014549,102758,ACT,optumus quisque facere quam dicere [...] malebat,,,,,
SlaT-2853-n22,dico,v#v-w9_MPf84_MP,dico2-08/dico2-18,v#00941990/v#01009240,99302,"ACT, PAT",facta dictis exaequanda sunt,,merge,,,
SlaT-2853-n23,laudo,v#v-w594_MPf5_MP,laudo-04/laudo-05,v#00860620/v#00880780,110078,"ACT, PAT",sua ab aliis bene facta laudari quam ipse aliorum narrare malebat,,merge,,,
SlaT-2853-n25,facio,v#v-w76_MPf45_MP,facio-23,v#01712704,102758,"ACT, PAT",qui facta aliorum scripsere,,,,,
SlaT-2853-n28,narro,v#v-w820_MPf5_MP,narro-04,v#00953216,113381,"ACT, PAT",sua ab aliis bene facta laudari quam ipse aliorum narrare malebat,,,,,
2853a6,facio,v#v-w76_MPf45_MP,facio-23,v#01712704,102758,"ACT, PAT",qui facta aliorum scripsere,,,,,
Par. 9,,,,,,,,,,,,
SlaT-2854-n1,colo,v#v-w589_MPf5_MP,colo2-08/colo2-15,v#01742726/v#02554422,94916,"ACT, PAT",domi militiaeque boni mores colebantur,,merge,,,
2855a1,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,
SlaT-2855-n4,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,
SlaT-2856-n1,valeo,v#v-w622_MPf4_MP,ualeo-07,v#02536557,129509,ACT,si [...] virtus in pace ita ut in bello valeret,,,,,
2856a1,valeo,v#v-w622_MPf4_MP,ualeo-07,v#02536557,129509,ACT,si [...] virtus in pace ita ut in bello valeret,,,,,
SlaT-2857-n2,exerceo,v#v-w251_MPf6_MP,exerceo-17,v#02375131,101981,"ACT, PAT",iurgia discordias simultates cum hostibus exercebant,,,,does not correspond to other exerceo-17,
SlaT-2857-n7,certo,v#v-w755_MPf3_MP,certo-06,v#01092366,93580,"ACMP, ACT",cives cum civibus de virtute certabant,,,,,
2858a1,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,
SlaT-2858-n2,supplicium,v#v-w1159_MPf4_MP,supplicium-02,n#01041968,127036,,in suppliciis deorum magnifici [...] erant,,,,,
2858a2,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,
SlaT-2858-n7,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,
SlaT-2859-n1,curo,v#v-w676_MPf3_MP,curo-14,v#02549847,97341,"ACT, PAT",duabus his artibus [...] seque remque publicam curabant,,,,,
SlaT-2859-n10,evenio,v#v-w724_MPf3_MP,euenio-02,v#00344174,101603,ACT,"ubi pax evenerat aequitate, seque remque publicam curabant",,,,,
SlaT-2860-n1,habeo,v#v-w73_MPf54_MP,habeo-07,v#00689950,105044,"ACT, EFF, PAT",virtus clara aeternaque habetur,,,,,
SlaT-2860-n9,vindico,v#v-w24_MPf10_MP,uindico-11,v#02499629,130252,"ACT, PAT","in bello saepius vindicatum est in eos, qui contra imperium in hostem pugnaverant",,,,,
SlaT-2860-n22,pugno,v#v-w627_MPf4_MP,pugno-07,v#01092366,120417,ACT,memorare possum [...] quas urbis natura munitas pugnando ceperit,,,,,
SlaT-2860-n26,excedo,v#v-w81_MPf13_MP,excedo-11,v#02009433,101838,"ACT, DIR1",in bello saepius vindicatum est in eos [...] qui [...] tardius revocati proelio excesserant,,,,,
SlaT-2860-n29,revoco,v#v-w705_MPf4_MP,reuoco-13,v#02004874,122823,"ACT,DIR3,PAT",in bello saepius vindicatum est in eos [...] qui [...] tardius revocati proelio excesserant,,,,,
2860a4,vindico,v#v-w24_MPf10_MP,uindico-11,v#02499629,130252,"ACT, PAT","in bello saepius vindicatum est in eos, qui contra imperium in hostem pugnaverant",,,,,
SlaT-2860-n12,audeo,v#v-w479_MPf1_MP,audeo-03,v#02374924,90638,"ACT, PAT",qui signa relinquere aut pulsi loco cedere ausi erant,,,,,
SlaT-2860-n15,relinquo,v#v-w69_MPf17_MP,relinquo-05,v#01842367,122569,"ACT, PAT",qui signa relinquere aut pulsi loco cedere ausi erant,,,,,
SlaT-2860-n17,cedo,v#v-w583_MPf4_MP,cedo-18,v#01904120,93298,"ACT, DIR1",qui signa relinquere aut pulsi loco cedere ausi erant,,,,,
