id,lemma,V1 frame,UMR,synset_id,URI lemma,roles,example,definition,notes,gramm_info,additional notes (not for processing),,
SlaT-3357-n1,loquor,v#v-w84_MPf13_MP,loquor-04,v#01009240,110805,"ACT, PAT",quid ego de Gabinio Statilio Caepario loquar,,,,,,
SlaT-3358-n1,habeo,v#v-w73_MPf15_MP,habeo-15,v#02445509,105044,"ACT, PAT",non ea consilia de re publica habuissent,,,,,,
SlaT-3358-n2,sum,v#v-w2_MPf113_MP,belong-91,,,,,,,,,,
SlaT-3358-n8,consilium,v#v-w316_MPf8_MP,consilium-12,n#05907682,96060,ACT,,,,,,,
SlaT-3359-n1,patior,v#v-w450_MPf4_MP,patior-07,v#00802946,116222,"ACT, PAT",acile paterer vos ipsa re corrigi,,,,,,
SlaT-3359-n5,sum,v#v-w2_MPf115_MP,exist-91,,,,,,,,,,
SlaT-3359-n4,conscribo,v#v-w859_MPf5_MP,conscribo-07,v#02471327,95999,"ACT, PAT",patres conscripti,,,,,,
SlaT-3359-n10,corrigo,v#v-w1382_MPf1_MP,corrigo-04,v#00199912,96687,"ACT, PAT",acile paterer vos ipsa re corrigi,,,,,,
SlaT-3359-n14,contemno,v#v-w214_MPf6_MP,contemno-01,v#00616857,96226,"ACT, PAT",verba contemnitis,,,,,,
SlaT-3360-n2,sum,v#v-w2_MPf111_MP,have-mod-91,,,,,,,,,,
SlaT-3360-n3,circumvenio,v#v-w838_MPf3_MP,circumuenio-04,v#01126700,94300,"ACT, PAT",undique circumuenti sumus,,,,,,
SlaT-3361-n1,urgeo,v#v-w753_MPf2_MP,urgeo-NEW-01,v#02744061,130831,"ACT, PAT",Catilina cum exercitu faucibus urget,"hang over, as of something threatening, dark, or menacing",,,,,
SlaT-3362-n1,sum,v#v-w2_MPf246_MP,have-place-91,,,,,,,,,,
SlaT-3363-n4,paro,v#v-w572_MPf4_MP,paro-01,v#00406243,120698,"ACT, PAT",cum hoc Catilina et Autronius circiter Nonas Decembris consilio communicato parabant [...] consules interficere,,,,,,
SlaT-3363-n6,consulo,v#v-w630_MPf11_MP,consulo-02,v#00697589,96186,"ACT, REG",neque parari neque consuli quicquam potest occulte,,,,,,
SlaT-3364-n4,propero,v#v-w651_MPf9_MP,propero-03,v#00459498,119934,ACT,magis properandum est,,,,,,
SlaT-3365-n1,censeo,v#v-w6_MPf5_MP,censeo-NEW-20,v#00875394,93395,"ACT, PAT",ego ita censeo,"make a proposal, declare a plan for something",,,,,
SlaT-3365-n49,sumo,v#v-w14_MPf21_MP,sumo-NEW-22,v#02499629,126707,"ACT, PAT",more maiorum supplicium sumundum,impose a penalty on; inflict punishment on,,,,,
SlaT-3365-n6,venio,v#v-w34_MPf13_MP,uenio-04,v#00542120,129790,"ACT, DIR1, DIR3",res publica in maxuma pericula venerit,,,,,,
SlaT-3365-n7,consilium,v#v-w316_MPf7_MP,consilium-21,n#08309409,96060,---,,,NON-EVENT,,,,
SlaT-3365-n10,scelero,v#v-w1381_MPf2_MP,scelero-NEW-04,,123660,,nefario consilio sceleratorum,"be impious, wicked, infamous, vicious",,passive,[sceleratus],,
SlaT-3365-n18,convinco,v#v-w94_MPf3_MP,conuinco-06,v#00906367,96464,"ACT, PAT, REG",convicti confessique sint caedem,,,,,,
SlaT-3365-n19,indicium,v#v-w315_MPf5_MP,indicium-03,n#06642672,107326,PAT,,,NON-EVENT,,,,
SlaT-3365-n26,confiteor,v#v-w108_MPf6_MP,confiteor-03,v#00819508,95769,"ACT, PAT",convicti confessique sint caedem,,,,,,
SlaT-3365-n27,paro,v#v-w572_MPf19_MP,paro-07,v#01638368,116061,"ACT, PAT",crudelia facinora in civis patriamque paravisse,,,,different frame than other paro-07,,
SlaT-3365-n41,confiteor,v#v-w108_MPf9_MP,confiteor-03,v#00819508,95769,"ACT, PAT",de confessis,,,,different frame than other confiteor-03,,
3365a8,sumo,v#v-w14_MPf21_MP,sumo-NEW-22,v#02499629,126707,"ACT, PAT",more maiorum supplicium sumundum,impose a penalty on; inflict punishment on,,,,,
3365a10,supplicium,v#v-w1159_MPf3_MP,castigo-06,v#02499629,93008,"ACT, PAT",,,EVENT (nominal: supplicium-03),,,,
SlaT-3365-n48,supplicium,v#v-w1159_MPf3_MP,castigo-06,v#02499629,93008,"ACT, PAT",,,EVENT (nominal: supplicium-03),,,,
Par. 53,,,,,,,,,,,,,
SlaT-3366-n2,assido,v#v-w1292_MPf2_MP,assido-03,v#01984902,90342,"ACT, LOC",Cato adsedit,,,,,,
SlaT-3366-n11,laudo,v#v-w594_MPf9_MP,laudo-03/laudo-06,v#00856824/v#00882395,110078,"ACT, PAT",sententiam eius laudant,,,,,,
SlaT-3366-n14,fero,v#v-w392_MPf11_MP,fero-38,v#01974062,103126,"ACT, DIR3, PAT",virtutem animi ad caelum ferunt,,,,,,
SlaT-3366-n18,voco,v#v-w23_MPf6_MP,uoco-NEW-13,v#01030132,130729,"ACT, PAT",alii alios increpantes timidos vocant,assign a name or title to,,,,,
SlaT-3366-n21,increpo,v#v-w1245_MPf2_MP,increpo-02,v#00825975,107184,"ACT, PAT",alii alios increpantes timidos vocant,,,,,,
SlaT-3367-n1,habeo,v#v-w73_MPf59_MP,habeo-07,v#00689950,105044,"ACT, EFF, PAT",Cato clarus atque magnus habetur,,,,different frame than other habeo-07,,
SlaT-3368-n1,fio,v#v-w565_MPf14_MP,fio-02,v#00339934,103328,ACT,"senati decretum fit, sicuti ille censuerat",,,,,,
SlaT-3368-n4,censeo,v#v-w6_MPf6_MP,censeo-NEW-20,v#00875394,93395,"ACT, PAT",sicuti ille censuerat,"make a proposal, declare a plan for something",,,,,
SlaT-3369-n2,libet,v#v-w729_MPf4_MP,libet-02,v#01816054,110402,PAT,forte lubuit attendere,,,,,,
SlaT-3369-n5,lego,v#v-w233_MPf3_MP,lego2-NEW-21,,110177,"ACT, PAT",mihi multa legenti,read,,,synset not available in Latin WN,,
SlaT-3369-n7,audio,v#v-w216_MPf6_MP,audio-13,v#02171039,90641,"ACT, PAT",mihi multa legenti,,,,,,
SlaT-3369-n11,facio,v#v-w76_MPf23_MP,facio-23,v#01712704,102758,"ACT, PAT","se quisque hostem ferire, murum adscendere, conspici, dum tale facinus faceret, properabat",,,,different frame than other facio-23,,
SlaT-3369-n23,attendo,v#v-w951_MPf7_MP,attendo-04,v#00920336,90532,"ACT, PAT",forte lubuit attendere,,,,,,
SlaT-3369-n24,sustineo,v#v-w646_MPf2_MP,sustineo-02,v#00223374,127147,"ACT, PAT",quare maxume tanta negotia sustinuisset,,,,,,
SlaT-3370-n1,scio,v#v-w90_MPf13_MP,scio-04,v#00594621,123732,"ACT, PAT",sciebam saepenumero parva manu cum magnis legionibus hostium contendisse,,,,,,
SlaT-3370-n2,contendo,v#v-w684_MPf6_MP,contendo-11,v#01090335,96251,"ACT, ADDR",sciebam saepenumero parva manu cum magnis legionibus hostium contendisse,,,,,,
SlaT-3371-n1,cognosco,v#v-w118_MPf38_MP,cognosco-05,v#00597915,94738,"ACT, PAT",cognoveram parvis copiis bella gesta cum opulentis regibus,,,,,,
SlaT-3371-n3,gero,v#v-w570_MPf3_MP,gero-15,v#02445509,104536,"ACT, PAT",cognoveram parvis copiis bella gesta cum opulentis regibus,,,,,,
SlaT-3371-n9,toleror,v#v-w1162_MPf1_MP,tolero-02,v#00668099,128354,"ACT, PAT",fortunae violentiam toleravisse,,,,,,
3371a4,sum,v#v-w2_MPf248_MP,have-place-91,,,,,,,,,,
SlaT-3371-n16,sum,v#v-w2_MPf248_MP,have-place-91,,,,,,,,,,
SlaT-3372-n2,consto,v#v-w238_MPf3_MP,consto-NEW-18,,96151,ACT,mihi multa agitanti constabat,"be manifest, evident, well known",,,,,
SlaT-3372-n4,agito,v#v-w631_MPf4_MP,agito-04,v#00813044,88103,"ACT, PAT",mihi multa agitanti constabat,,,,,,
SlaT-3372-n7,patro,v#v-w1229_MPf2_MP,patro-02,v#01640855,116252,"ACT, PAT",paucorum civium egregiam virtutem cuncta patravisse,,,,,,
SlaT-3372-n13,facio,v#v-w76_MPf10_MP,facio-17,v#01645601,102758,"ACT, PAT","factum, uti divitias paupertas, multitudinem paucitas superaret",,,,,,
3372a3,supero,v#v-w207_MPf4_MP,supero-04,v#01108148,126911,"ACT, PAT","factum, uti divitias paupertas, multitudinem paucitas superaret",,,,,,
SlaT-3372-n18,supero,v#v-w207_MPf4_MP,supero-04,v#01108148,126911,"ACT, PAT","factum, uti divitias paupertas, multitudinem paucitas superaret",,,,,,
SlaT-3373-n3,corrumpo,v#v-w514_MPf1_MP,corrumpo-05,v#00783246,96706,"ACT, PAT",desidia civitas conrupta est,,,,,,
SlaT-3373-n8,sustento,v#v-w1383_MPf1_MP,sustento-01,v#00668099,127146,"ACT, PAT", res publica magnitudine sua imperatorum atque magistratuum vitia sustentabat,,,,,,
SlaT-3373-n18,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,,
3373a2,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,,
SlaT-3374-n2,sum,v#v-w2_MPf115_MP,exist-91,,,,,,"problem is that location is missing (not even implied). so, if that is not relevant, exist is the easist option. otherwise I'd go for an implied 'mihi', so belong-91, but again the node is not even implied.",,,,
SlaT-3374-n3,memoria,v#v-w1107_MPf4_MP,memoria-13,n#15121406,112000,,,,NON-EVENT,,,,
SlaT-3374-n11,diversus,v#v-w323_MPf1_MP,,,,,,,NON-EVENT,,,,
SlaT-3375-n1,sum,v#v-w2_MPf106_MP,exist-91,,,,,,,,,,
SlaT-3375-n2,offero,v#v-w666_MPf3_MP,offero-04,v#00772967,114795,"ACT, ADDR, PAT",quos quoniam res obtulerat,,,,,,
SlaT-3375-n6,praetereo,v#v-w220_MPf2_MP,praetereo-06,v#01059564,119293,"ACT, PAT",silentio praeterire,,,,,,
SlaT-3375-n9,consilium,v#v-w316_MPf1_MP,consilium-08,n#05838176,96060,ACT,silentio praeterire non fuit consilium,,"EVENT? maybe would have to be a single node like 'decido' [for whic, as of now, only NA]",,Q,,
SlaT-3375-n10,aperio,v#v-w699_MPf4_MP,aperio-15,v#02140033,89397,"ACT, PAT","naturam et mores, quantum ingenio possum, aperirem",,,,,,
SlaT-3375-n16,possum,v#v-w197_MPf4_MP,possum-NEW-01,,118569,ACT,"naturam et mores, quantum ingenio possum, aperirem","be able, have the ability","if to be added, possum-NEW-02. be able, have the ability (to, if I keep PAT)",,,,
Par. 54,,,,,,,,,,,,,
SlaT-3376-n3,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,,
3376a2,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,,
SlaT-3376-n12,par,v#v-w1067_MPf2_MP,,,,,,,NAs,,,,
3376a3,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,,
3376a4,par,v#v-w1067_MPf2_MP,,,,,,,NAs,,,,
3376a5,sum,v#v-w2_MPf249_MP,belong-91,,,,,,,,,,
SlaT-3377-n3,habeo,v#v-w73_MPf51_MP,habeo-07,v#00689950,105044,"ACT, EFF, PAT",Caesar beneficiis ac munificentia magnus habebatur,,,,different frame than other habeo-07,,
3377a2,habeo,v#v-w73_MPf51_MP,habeo-07,v#00689950,105044,"ACT, EFF, PAT",Caesar beneficiis ac munificentia magnus habebatur,,,,,,
SlaT-3377-n13,facio,v#v-w76_MPf59_MP,facio-05,v#00120675,102758,"ACT, EFF, PAT",ut [...] ex pulcherruma atque optuma pessuma ac flagitiosissuma facta sit,,,,different frame than other facio-05 (but really same scenario: render!),,
SlaT-3377-n19,addo,v#v-w443_MPf19_MP,addo-02,v#00182406,87401,"ACT, ADDR, PAT",huic severitas dignitatem addiderat,,,,,,
3378a1,adipiscor,v#v-w913_MPf4_MP,adipiscor-08,v#02526085,87476,"ACT, PAT",Cato nihil largiundo gloriam adeptus est,,,,,,
SlaT-3378-n3,do,v#v-w72_MPf35_MP,do-04,v#00806049,99970,"ACT, ADDR, PAT",dando sublevando ignoscundo,,,,,,
SlaT-3378-n4,sublevo,v#v-w1384_MPf1_MP,subleuo-08,v#02547586,126176,"ACT, PAT",dando sublevando ignoscundo,,,,,,
SlaT-3378-n5,ignosco,v#v-w787_MPf4_MP,ignosco-02,v#00903385,106175,"ACT, ADDR, PAT",dando sublevando ignoscundo,,,,,,
SlaT-3378-n6,adipiscor,v#v-w913_MPf4_MP,adipiscor-08,v#02526085,87476,"ACT, PAT",Cato nihil largiundo gloriam adeptus est,,,,,,
SlaT-3378-n8,largior,v#v-w955_MPf4_MP,largior-04,v#02263692,109940,"ACT, ADDR, PAT",nihil largiundo,,,,,,
SlaT-3379-n2,sum,v#v-w2_MPf112_MP,have-place-91,,,,,,,,,,
3379a1,sum,v#v-w2_MPf112_MP,have-place-91,,,,,,,,,,
3380a1,laudo,v#v-w594_MPf4_MP,laudo-08,v#01023071,110078,"ACT, PAT",huius constantia laudabatur,,,,,,
SlaT-3380-n4,laudo,v#v-w594_MPf4_MP,laudo-08,v#01023071,110078,"ACT, PAT",huius constantia laudabatur,,,,,,
SlaT-3381-n1,induco,v#v-w221_MPf33_MP,induco-03,v#00187526,107435,"ACT, DIR3, PAT","Caesar in animum induxerat laborare, vigilare",,,,,,
SlaT-3381-n6,laboro,v#v-w731_MPf2_MP,laboro-07,v#02419773,109625,"ACT, PAT","Caesar in animum induxerat laborare, vigilare",,,,does not match with same frame elsewhere,,
SlaT-3381-n7,vigilo,v#v-w1271_MPf4_MP,uigilo-NEW-03,,130183,ACT,"Caesar in animum induxerat laborare, vigilare","be awake, not sleep",,,does not match with same frame elsewhere,,
SlaT-3382-n2,neglego,v#v-w1164_MPf2_MP,neglego-NEW-01,v#00616857,113552,"ACT, PAT",negotiis amicorum intentus sua neglegere,give little or no attention to,,,,,
SlaT-3382-n3,intendo,v#v-w29_MPf13_MP,intendo-06,v#00722232,108382,"ACT, PAT",nihil denegare quod dono dignum esset,,,,,,
SlaT-3382-n7,denego,v#v-w1385_MPf1_MP,denego-03,v#02212825,98606,"ACT, ADDR, PAT",nihil denegare quod dono dignum esset,,,,,,
SlaT-3382-n9,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,,
SlaT-3382-n11,dignus,v#v-w1361_MPf2_MP,,,,,,,NAs,,,,
SlaT-3383-n1,exopto,v#v-w1167_MPf2_MP,exopto-01,v#01828405,102087,"ACT, PAT",bellum novom exoptabat,,,,,,
SlaT-3383-n9,enitesco,v#v-w1386_MPf1_MP,enitesco-02,v#02674564,101121,ACT,virtus enitescere posset,,,,,,
SlaT-3384-n2,sum,v#v-w2_MPf115_MP,belong-91,,,,,,,,,,
SlaT-3384-n4,studium,v#v-w59_MPf8_MP,studium-03,n#04945057,125889,"ACT, PAT",,,NON-EVENT,,,,
3385a1,certo,v#v-w755_MPf5_MP,certo-04,v#01072262,93580,"ACMP, ACT, REG",cum innocente abstinentia certabat,,,,,,
3385a2,certo,v#v-w755_MPf5_MP,certo-04,v#01072262,93580,"ACMP, ACT, REG",cum innocente abstinentia certabat,,,,,,
3385a3,certo,v#v-w755_MPf5_MP,certo-04,v#01072262,93580,"ACMP, ACT, REG",cum innocente abstinentia certabat,,,,,,
3385a4,certo,v#v-w755_MPf5_MP,certo-04,v#01072262,93580,"ACMP, ACT, REG",cum innocente abstinentia certabat,,,,,,
SlaT-3385-n14,certo,v#v-w755_MPf5_MP,certo-04,v#01072262,93580,"ACMP, ACT, REG",cum innocente abstinentia certabat,,,,,,
SlaT-3386-n1,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,,
SlaT-3386-n2,video,v#v-w16_MPf43_MP,uideo-10,v#02133435,130163,"ACT, EFF, PAT",esse quam videri bonus malebat,,,passive,,,
SlaT-3387-n3,peto,v#v-w564_MPf10_MP,peto-11,v#01317533,117549,"ACT, PAT",petebat gloriam,,,,,,
SlaT-3387-n1,assequor,v#v-w917_MPf3_MP,assequor-08,v#02000868,90315,"ACT, PAT",cum innocente abstinentia certabat,,,,,,
Par. 55,,,,,,,,,,,,,
SlaT-3388-n1,iubeo,v#v-w563_MPf14_MP,iubeo-02/iubeo-04,v#00746718/v#00747135,109152,"ACT, ADDR, PAT",tresuiros quae ad supplicium postulabantur parare iubet,,,,,,
SlaT-3388-n6,dico,v#v-w9_MPf38_MP,dico2-18,v#01009240,99302,"ACT, PAT",ut dixi,,,,,,
SlaT-3388-n2,discedo,v#v-w641_MPf13_MP,discedo-NEW-13,,99589,ACT,senatus in Catonis sententiam discessit,go over to another's opinion [with sententiam],,,,,
SlaT-3388-n8,reor,v#v-w662_MPf3_MP,reor-05,v#00689344,122641,"ACT, PAT",consul optumum factu ratus noctem quae instabat antecapere,,,,,,
SlaT-3388-n10,facio,v#v-w76_MPf30_MP,facio-23,v#01712704,102758,"ACT, PAT","se quisque hostem ferire, murum adscendere, conspici, dum tale facinus faceret, properabat",,,,different frame in exactly same clause,,
SlaT-3388-n11,antecapio,v#v-w1194_MPf2_MP,antecapio-04,v#02565491,89173,"ACT, PAT",consul optumum factu ratus noctem quae instabat antecapere,,,,,,
SlaT-3388-n13,insto,v#v-w697_MPf2_MP,insto-12,v#02744061,108272,ACT,consul optumum factu ratus noctem quae instabat antecapere,,,,,,
SlaT-3388-n15,novo,v#v-w1327_MPf2_MP,nouo-10,v#00350104,113899,"ACT, PAT",ne quid eo spatio novaretur,,,,,,
SlaT-3388-n20,paro,v#v-w572_MPf13_MP,paro-02,v#00406963,116061,"ACT, PAT",quae ad supplicium postulabantur parare,,,,,,
SlaT-3388-n21,postulo,v#v-w768_MPf16_MP,postulo-NEW-10,v#02627934,118629,"ACT, PAT",quae ad supplicium postulabantur,,,,,,
SlaT-3388-n23,supplicium,v#v-w1159_MPf3_MP,castigo-06,v#02499629,93008,"ACT, PAT",,,EVENT,,,,
SlaT-3389-n1,deduco,v#v-w80_MPf15_MP,deduco-16,v#02026086,98210,"ACT, DIR3, PAT",Lentulum in carcerem deducit,,,,,,
SlaT-3390-n1,fio,v#v-w565_MPf7_MP,fio-02,v#00339934,103328,ACT,idem fit ceteris per praetores,,,,,,
SlaT-3391-n1,sum,v#v-w2_MPf102_MP,have-place-91,,,,,,,,,,
SlaT-3391-n4,appello,v#v-w607_MPf4_MP,appello-14,v#01028748,89580,"ACT, EFF, PAT","locus, quod Tullianum appellatur",,,,,,
SlaT-3391-n7,deprimo,v#v-w1387_MPf1_MP,deprimo-05,v#01574923,98787,"ACT, PAT",circiter duodecim pedes humi depressus,,,,,,
SlaT-3391-n11,ascendo,v#v-w130_MPf6_MP,ascendo-11,v#01968569,90185,"ACT, DIR3",paululum ascenderis ad laevam,,,,,,
SlaT-3392-n2,munio,v#v-w874_MPf8_MP,munio-07,v#01130607,113053,"ACT, MEANS, PAT",eum muniunt undique parietes,,,,,,
3392a2,munio,v#v-w874_MPf8_MP,munio-07,v#01130607,113053,"ACT, MEANS, PAT",eum muniunt undique parietes,,,,,,
SlaT-3392-n8,iungo,v#v-w656_MPf2_MP,iungo-33,v#02622234,109224,"ACT, PAT",insuper camera lapideis fornicibus iuncta,,,,,,
SlaT-3393-n2,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,,
SlaT-3394-n1,frango,v#v-w614_MPf2_MP,frango-01,v#00107943,103738,"ACT, PAT","vindices rerum capitalium, quibus praecepta erat, laqueo gulam fregere",,,,,,
SlaT-3394-n2,demitto,v#v-w781_MPf4_MP,demitto-15,v#01973125,98552,"ACT, DIR3, PAT",in eum locum postquam demissus est Lentulus,,,,,,
SlaT-3394-n6,vindex,v#v-w1388_MPf1_MP,uindico-11,v#02499629,130252,"ACT, PAT","vindices rerum capitalium, quibus praecepta erat, laqueo gulam fregere",,,,,,
SlaT-3394-n9,sum,v#v-w2_MPf115_MP,belong-91,,,,,,,,,,
SlaT-3395-n1,invenio,v#v-w138_MPf47_MP,inuenio-08,v#02206014,108806,"ACT, PAT",dignum moribus factisque suis exitium vitae invenit,,,,,,
SlaT-3395-n8,habeo,v#v-w73_MPf15_MP,have-91,,,,consulare imperium Romae habuerat,,,,,,
SlaT-3395-n14,dignus,v#v-w1361_MPf3_MP,,,,,,,NAs,,,,
SlaT-3395-n17,facio,v#v-w76_MPf45_MP,facio-23,v#01712704,102758,"ACT, PAT","se quisque hostem ferire, murum adscendere, conspici, dum tale facinus faceret, properabat",,,,,,
SlaT-3396-n1,sumo,v#v-w14_MPf21_MP,sumo-NEW-22,v#02499629,126707,"ACT, PAT",eodem modo supplicium sumptum est,impose a penalty on; inflict punishment on,,,,,
SlaT-3396-n9,supplicium,v#v-w1159_MPf3_MP,castigo-06,v#02499629,93008,"ACT, PAT",,,EVENT (nominal: supplicium-03),,,,
Par. 56,,,,,,,,,,,,,
SlaT-3397-n2,gero,v#v-w570_MPf11_MP,gero-15,v#02445509,104536,"ACT, PAT",ea Romae geruntur,,,,,,
SlaT-3397-n6,instituo,v#v-w554_MPf5_MP,instituo-06,v#01463963,108268,"ACT, PAT",Catilina duas legiones instituit,,,,,,
SlaT-3397-n11,adduco,v#v-w679_MPf10_MP,adduco-18,v#02077656,87410,"ACT, DIR3, PAT",ipse adduxerat et Manlius habuerat,,,,,,
SlaT-3397-n13,habeo,v#v-w73_MPf17_MP,have-91,,,,ipse adduxerat et Manlius habuerat,,,,,,
SlaT-3397-n17,compleo,v#v-w398_MPf6_MP,compleo-04,v#00455750,95341,"ACT, PAT",cohortis pro numero militum conplet,,,,,,
SlaT-3398-n3,venio,v#v-w34_MPf6_MP,uenio-07,v#02005948,129790,"ACT, DIR1, DIR3",ut quisque voluntarius aut ex sociis in castra venerat,,,,,,
SlaT-3398-n9,distribuo,v#v-w1283_MPf2_MP,distribuo-02,v#01504130,99877,"ACT, LOC, PAT","ut quisque voluntarius aut ex sociis in castra venerat, aequaliter distribuerat",,,,,,
SlaT-3398-n11,expleo,v#v-w880_MPf3_MP,expleo-02,v#00452512,102194,"ACT, MEANS, PAT",legiones numero hominum expleverat,,,,,,
SlaT-3398-n17,habeo,v#v-w73_MPf20_MP,have-91,,,,,,,,,,
SlaT-3399-n2,sum,v#v-w2_MPf118_MP,have-mod-91,,,,,,,,,,
SlaT-3399-n8,instruo,v#v-w750_MPf2_MP,instruo-01,v#00406243,108284,"ACT, ADDR, PAT",circiter pars quarta erat militaribus armis instructa,,NAs,,,,
SlaT-3400-n2,armo,v#v-w865_MPf3_MP,armo-06,v#01088381,90036,"ACT, PAT",ceteri ut quemque casus armaverat sparos aut lanceas,,,,,,
3400a1,porto,v#v-w807_MPf7_MP,porto-07,v#02717102,118540,"ACT, PAT",alii praeacutas sudis portabant,,,,,,
SlaT-3400-n9,porto,v#v-w807_MPf7_MP,porto-07,v#02717102,118540,"ACT, PAT",alii praeacutas sudis portabant,,,,,,
SlaT-3400-n12,praeacuo,v#v-w1389_MPf1_MP,praeacuo-01,v#01246601,118681,"ACT, PAT",alii praeacutas sudis portabant,,,,,,
SlaT-3401-n3,advento,v#v-w1390_MPf2_MP,aduento-02,v#02053941,87657,"ACT, DIR1, DIR3",Antonius cum exercitu adventabat,,,,,,
SlaT-3401-n7,facio,v#v-w76_MPf21_MP,facio-25,v#01752884,102758,"ACT, PAT",prius [...] quam initium narrandi faciam,,,,"different frame than other facio-25, but consistent at a V1-frame level",,
3401a1,moveo,v#v-w360_MPf54_MP,moueo-23,v#01850315,112848,"ACT, DIR3, PAT",Galliam vorsus castra movere,,,,different frame for exactly same token,,
SlaT-3401-n14,moveo,v#v-w360_MPf55_MP,moueo-23,v#01850315,112848,"ACT, DIR3, PAT",Galliam vorsus castra movere,,,,,,
SlaT-3401-n17,do,v#v-w72_MPf19_MP,do-24/do-25,v#02255268/v#02255462,99970,"ACT, ADDR, PAT",hostibus occasionem pugnandi non dare,,merge,,,,
SlaT-3401-n20,pugno,v#v-w627_MPf4_MP,pugno-07,v#01092366,120417,ACT,memorare possum [...] quas urbis natura munitas pugnando ceperit,,,,,,
SlaT-3402-n1,spero,v#v-w222_MPf5_MP,spero-08,v#01826723,125334,"ACT, PAT",sperabat propediem magnas copias sese habiturum,,,,,,
SlaT-3402-n2,habeo,v#v-w73_MPf15_MP,have-91,,,,sperabat propediem magnas copias sese habiturum,,,,,,
SlaT-3402-n7,patro,v#v-w1229_MPf3_MP,patro-01,v#00485609,116252,"ACT, PAT",si Romae socii incepta patravissent,,,,,,
SlaT-3402-n10,incipio,v#v-w121_MPf17_MP,incipio-06,v#01864230,106965,"ACT, PAT",si Romae socii incepta patravissent,,,,,,
SlaT-3403-n1,repudio,v#v-w1341_MPf1_MP,repudio-09,v#02502916,122688,"ACT, PAT",servitia repudiabat,,,,,,
SlaT-3403-n4,concurro,v#v-w552_MPf5_MP,concurro-07,v#02025353,95609,"ACT, DIR3","servitia repudiabat, quoius initio ad eum magnae copiae concurrebant",,,,,,
SlaT-3403-n11,fretus,v#v-w1391_MPf1_MP,,,,,opibus coniurationis fretus,,NAs,,,,
SlaT-3403-n13,conjuratio,v#v-w1094_MPf4_MP,coniuratio-05,n#05908882,95954,ACT,,,,,,,
SlaT-3403-n14,existimo,v#v-w591_MPf3_MP,existimo-01,v#00631737,102057,"ACT, EFF, PAT",existumans [...] facile eos ad tale consilium adduci posse,,,,,,
SlaT-3403-n16,video,v#v-w16_MPf56_MP,uideo-10,v#02133435,130163,"ACT, EFF, PAT",mihi rectius videtur [...] gloriam quaerere,,,passive,,,
SlaT-3403-n17,alienus,v#v-w1336_MPf1_MP,,,,,,,NAs,,,,
SlaT-3403-n20,communico,v#v-w1228_MPf4_MP,communico-05,v#01295275,95220,"ACMP, ACT, PAT",causam civium cum servis fugitivis communicavisse,,,,,,
SlaT-3403-n21,causa,v#v-w258_MPf7_MP,causa-NEW-21,,,,,aim or principle which a group of people supports or is fighting for,NON-EVENT,,,,
Par. 57,,,,,,,,,,,,,
SlaT-3404-n2,dilabor,v#v-w1392_MPf1_MP,dilabor-NEW-11,v#02028994,99437,ACT,plerique [...] dilabuntur,move away from each other,,,,,
SlaT-3404-n3,pervenio,v#v-w79_MPf35_MP,peruenio-07,v#02020590,117445,"ACT, DIR3","in castra nuntius pervenit Romae coniurationem patefactam,",,,,,,
SlaT-3404-n5,nuntius,v#v-w1393_MPf1_MP,nuntius-03,n#06681551,113734,"ACT, PAT","in castra nuntius pervenit Romae coniurationem patefactam,",,NON-EVENT,,,,
SlaT-3404-n7,patefacio,v#v-w246_MPf4_MP,patefacio-02,v#00933821,116196,"ACT, PAT","in castra nuntius pervenit Romae coniurationem patefactam,",,,,,,
SlaT-3404-n9,conjuratio,v#v-w1094_MPf4_MP,coniuratio-05,n#05908882,95954,ACT,,,NON-EVENT,,,,
SlaT-3404-n10,sumo,v#v-w14_MPf21_MP,sumo-NEW-22,v#02499629,126707,"ACT, PAT",supplicium sumptum,impose a penalty on; inflict punishment on,,,,,
SlaT-3404-n15,memoro,v#v-w694_MPf7_MP,memoro-05,v#01024190,112007,"ACT, PAT",quos supra memoravi,,,,,,
SlaT-3404-n18,supplicium,v#v-w1159_MPf3_MP,castigo-06,v#02499629,93008,"ACT, PAT",,,EVENT (nominal: supplicium-03),,,,
SlaT-3404-n21,illicio,v#v-w224_MPf4_MP,illicio-01,v#00782527,106246,"ACT, PAT",quos ad bellum spes rapinarum aut novarum rerum studium inlexerat,,,,,,
SlaT-3404-n27,studium,v#v-w59_MPf8_MP,studium-03,n#04945057,125889,"ACT, PAT",,,NON-EVENT,,,,
SlaT-3405-n1,abduco,v#v-w922_MPf4_MP,abduco-05? DIR3,,,,reliquos Catilina per montis asperos magnis itineribus in agrum Pistoriensem abducit,,NAs,,,,
SlaT-3405-n10,consilium,v#v-w316_MPf2_MP,consilium-13,n#05982152,96060,ACT,,,NON-EVENT,,,,
